country,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Afghanistan,2020-04-26,6,1,9,3,6,0.97
Afghanistan,2020-04-27,6,1,9,3,6,0.97
Afghanistan,2020-04-28,6,2,10,4,7,0.96
Afghanistan,2020-04-29,6,3,10,3,6,0.96
Afghanistan,2020-04-30,6,2,10,3,6,0.95
Afghanistan,2020-05-01,6,2,10,4,7,0.94
Afghanistan,2020-05-02,6,2,10,4,7,0.93
Afghanistan,2020-05-03,6,2,10,4,7,0.92
Afghanistan,2020-05-04,7,3,11,5,8,0.91
Afghanistan,2020-05-05,7,3,11,5,8,0.9
Afghanistan,2020-05-06,7,3,11,5,8,0.88
Afghanistan,2020-05-07,7,3,12,6,9,0.87
Afghanistan,2020-05-08,8,3,12,6,9,0.85
Afghanistan,2020-05-09,8,3,12,4,8,0.83
Afghanistan,2020-05-10,8,3,13,4,8,0.81
Afghanistan,2020-05-11,8,2,12,4,8,0.78
Afghanistan,2020-05-12,8,3,13,4,8,0.75
Afghanistan,2020-05-13,8,3,13,5,9,0.72
Afghanistan,2020-05-14,8,3,14,5,9,0.69
Afghanistan,2020-05-15,9,3,14,5,9,0.65
Afghanistan,2020-05-16,9,3,15,4,9,0.6
Algeria,2020-01-13,1,1,1,1,1,1
Algeria,2020-01-14,0,0,0,0,0,1
Algeria,2020-01-15,0,0,0,0,0,1
Algeria,2020-01-16,0,0,0,0,0,1
Algeria,2020-01-17,0,0,0,0,0,1
Algeria,2020-01-18,0.5,0,1,0,1,1
Algeria,2020-01-19,0,0,1,0,0,1
Algeria,2020-01-20,0,0,1,0,0,1
Algeria,2020-01-21,0,0,1,0,0,1
Algeria,2020-01-22,0,0,1,0,0,1
Algeria,2020-01-23,0,0,1,0,0,1
Algeria,2020-01-24,0,0,1,0,0,1
Algeria,2020-01-25,0,0,1,0,0,1
Algeria,2020-01-26,0,0,1,0,0,1
Algeria,2020-01-27,0,0,1,0,0,1
Algeria,2020-01-28,0,0,1,0,0,1
Algeria,2020-01-29,0,0,1,0,0,1
Algeria,2020-01-30,0,0,1,0,0,1
Algeria,2020-01-31,0,0,1,0,0,1
Algeria,2020-02-01,0,0,1,0,0,1
Algeria,2020-02-02,0,0,1,0,0,1
Algeria,2020-02-03,0,0,1,0,0,1
Algeria,2020-02-04,0,0,1,0,0,1
Algeria,2020-02-05,0,0,1,0,0,1
Algeria,2020-02-06,0,0,1,0,0,1
Algeria,2020-02-07,0,0,1,0,0,1
Algeria,2020-02-08,0,0,1,0,0,1
Algeria,2020-02-09,0,0,1,0,0,1
Algeria,2020-02-10,0,0,1,0,0,1
Algeria,2020-02-11,0,0,1,0,0,1
Algeria,2020-02-12,0,0,1,0,0,1
Algeria,2020-02-13,0,0,1,0,0,1
Algeria,2020-02-14,0,0,1,0,0,1
Algeria,2020-02-15,0,0,1,0,0,1
Algeria,2020-02-16,0,0,1,0,0,1
Algeria,2020-02-17,0,0,1,0,0,1
Algeria,2020-02-18,0,0,1,0,0,1
Algeria,2020-02-19,0,0,2,0,0,1
Algeria,2020-02-20,0,0,2,0,0,1
Algeria,2020-02-21,1,0,2,0,1,1
Algeria,2020-02-22,1,0,2,0,1,1
Algeria,2020-02-23,1,0,2,0,1,1
Algeria,2020-02-24,1,0,2,0,1,1
Algeria,2020-02-25,1,0,3,0,1,1
Algeria,2020-02-26,1,0,3,0,1,1
Algeria,2020-02-27,1,0,3,0,1,1
Algeria,2020-02-28,1,0,4,0,1,1
Algeria,2020-02-29,2,0,4,1,2,1
Algeria,2020-03-01,2,0,4,1,2,1
Algeria,2020-03-02,2,0,5,0,2,1
Algeria,2020-03-03,2,0,5,0,2,1
Algeria,2020-03-04,3,0,5,1,3,1
Algeria,2020-03-05,3,0,6,1,3,1
Algeria,2020-03-06,3,0,6,1,3,1
Algeria,2020-03-07,4,1,7,2,4,1
Algeria,2020-03-08,4,0,7,3,5,1
Algeria,2020-03-09,5,1,8,2,5,1
Algeria,2020-03-10,5,2,9,2,5,1
Algeria,2020-03-11,6,1,9,3,6,1
Algeria,2020-03-12,6,2,10,4,7,1
Algeria,2020-03-13,7,2,10,4,7,1
Algeria,2020-03-14,8,3,12,6,9,1
Algeria,2020-03-15,8,4,13,4,8,1
Algeria,2020-03-16,9,3,13,5,9,1
Algeria,2020-03-17,9,5,14,5,9,1
Algeria,2020-03-18,10,6,15,7,11,1
Algeria,2020-03-19,11,6,16,8,12,1
Algeria,2020-03-20,12,6,17,10,14,1
Algeria,2020-03-21,13,6,18,8,13,1
Algeria,2020-03-22,13,7,19,9,14,1
Algeria,2020-03-23,14,7,19,12,16,1
Algeria,2020-03-24,15,8,20,12,16,1
Algeria,2020-03-25,15,8,21,11,16,1
Algeria,2020-03-26,16,9,21,12,17,1
Algeria,2020-03-27,16,10,22,12,17,1
Algeria,2020-03-28,16,8,21,12,17,1
Algeria,2020-03-29,16,10,23,12,17,1
Algeria,2020-03-30,15,8,21,11,16,1
Algeria,2020-03-31,15,8,20,10,15,1
Algeria,2020-04-01,14,8,20,10,15,1
Algeria,2020-04-02,13,8,19,11,15,1
Algeria,2020-04-03,13,7,18,8,13,1
Algeria,2020-04-04,12,7,17,8,12,1
Algeria,2020-04-05,11,6,16,8,12,1
Algeria,2020-04-06,10,4,15,7,11,1
Algeria,2020-04-07,10,4,14,6,10,1
Algeria,2020-04-08,9,3,13,5,9,1
Algeria,2020-04-09,8,4,13,6,9,1
Algeria,2020-04-10,8,3,12,5,8,1
Algeria,2020-04-11,7,2,11,5,8,1
Algeria,2020-04-12,7,3,11,4,7,1
Algeria,2020-04-13,7,2,10,4,7,1
Algeria,2020-04-14,7,3,10,4,7,1
Algeria,2020-04-15,6,3,10,3,6,1
Algeria,2020-04-16,6,3,10,3,6,0.99
Algeria,2020-04-17,6,1,9,3,6,0.99
Algeria,2020-04-18,6,2,9,4,6,0.99
Algeria,2020-04-19,6,2,9,3,6,0.99
Algeria,2020-04-20,6,1,9,3,6,0.99
Algeria,2020-04-21,6,2,9,3,6,0.99
Algeria,2020-04-22,6,2,9,3,6,0.98
Algeria,2020-04-23,6,2,9,3,6,0.98
Algeria,2020-04-24,6,2,9,3,6,0.98
Algeria,2020-04-25,6,1,9,3,6,0.97
Algeria,2020-04-26,6,3,10,3,6,0.97
Algeria,2020-04-27,6,1,9,4,7,0.96
Algeria,2020-04-28,6,2,10,4,7,0.96
Algeria,2020-04-29,6,2,10,4,7,0.95
Algeria,2020-04-30,7,2,10,4,7,0.95
Algeria,2020-05-01,7,3,11,4,7,0.94
Algeria,2020-05-02,7,2,11,5,8,0.93
Algeria,2020-05-03,7,3,11,5,8,0.92
Algeria,2020-05-04,7,2,11,5,8,0.91
Algeria,2020-05-05,8,2,11,5,8,0.89
Algeria,2020-05-06,8,3,12,6,9,0.88
Algeria,2020-05-07,8,3,12,6,9,0.86
Algeria,2020-05-08,8,3,12,6,9,0.84
Algeria,2020-05-09,8,3,13,5,9,0.82
Algeria,2020-05-10,8.5,3,13,5,9,0.8
Algeria,2020-05-11,9,4,14,6,10,0.77
Algeria,2020-05-12,9,4,15,6,10,0.74
Algeria,2020-05-13,10,3,15,5,10,0.71
Algeria,2020-05-14,10,3,16,5,10,0.67
Algeria,2020-05-15,10,4,17,6,11,0.63
Algeria,2020-05-16,11,4,18,7,12,0.59
Argentina,2020-01-07,1,1,1,1,1,1
Argentina,2020-01-08,0,0,0,0,0,1
Argentina,2020-01-09,0,0,0,0,0,1
Argentina,2020-01-10,0,0,0,0,0,1
Argentina,2020-01-11,0,0,0,0,0,1
Argentina,2020-01-12,0,0,0,0,0,1
Argentina,2020-01-13,0,0,0,0,0,1
Argentina,2020-01-14,1,0,1,1,1,1
Argentina,2020-01-15,0,0,1,0,0,1
Argentina,2020-01-16,0,0,0,0,0,1
Argentina,2020-01-17,0,0,0,0,0,1
Argentina,2020-01-18,0,0,0,0,0,1
Argentina,2020-01-19,0,0,1,0,0,1
Argentina,2020-01-20,0,0,0,0,0,1
Argentina,2020-01-21,0,0,0,0,0,1
Argentina,2020-01-22,0,0,0,0,0,1
Argentina,2020-01-23,0,0,1,0,0,1
Argentina,2020-01-24,0,0,1,0,0,1
Argentina,2020-01-25,0,0,1,0,0,1
Argentina,2020-01-26,0,0,1,0,0,1
Argentina,2020-01-27,0,0,1,0,0,1
Argentina,2020-01-28,0,0,1,0,0,1
Argentina,2020-01-29,0,0,1,0,0,1
Argentina,2020-01-30,0,0,0,0,0,1
Argentina,2020-01-31,0,0,1,0,0,1
Argentina,2020-02-01,0,0,1,0,0,1
Argentina,2020-02-02,0,0,1,0,0,1
Argentina,2020-02-03,0,0,1,0,0,1
Argentina,2020-02-04,0,0,1,0,0,1
Argentina,2020-02-05,0,0,1,0,0,1
Argentina,2020-02-06,0,0,1,0,0,1
Argentina,2020-02-07,0,0,1,0,0,1
Argentina,2020-02-08,0,0,1,0,0,1
Argentina,2020-02-09,0,0,1,0,0,1
Argentina,2020-02-10,0,0,1,0,0,1
Argentina,2020-02-11,0,0,1,0,0,1
Argentina,2020-02-12,0,0,1,0,0,1
Argentina,2020-02-13,0,0,1,0,0,1
Argentina,2020-02-14,0,0,1,0,0,1
Argentina,2020-02-15,0,0,1,0,0,1
Argentina,2020-02-16,0,0,1,0,0,1
Argentina,2020-02-17,0,0,1,0,0,1
Argentina,2020-02-18,0,0,1,0,0,1
Argentina,2020-02-19,0,0,1,0,0,1
Argentina,2020-02-20,0,0,1,0,0,1
Argentina,2020-02-21,0,0,1,0,0,1
Argentina,2020-02-22,0,0,1,0,0,1
Argentina,2020-02-23,0,0,1,0,0,1
Argentina,2020-02-24,0,0,1,0,0,1
Argentina,2020-02-25,0,0,1,0,0,1
Argentina,2020-02-26,0,0,2,0,0,1
Argentina,2020-02-27,0,0,2,0,0,1
Argentina,2020-02-28,0,0,2,0,0,1
Argentina,2020-02-29,1,0,2,0,1,1
Argentina,2020-03-01,1,0,2,0,1,1
Argentina,2020-03-02,1,0,2,0,1,1
Argentina,2020-03-03,1,0,2,0,1,1
Argentina,2020-03-04,1,0,3,0,1,1
Argentina,2020-03-05,1,0,3,0,1,1
Argentina,2020-03-06,1,0,3,0,1,1
Argentina,2020-03-07,1,0,3,0,1,1
Argentina,2020-03-08,1,0,4,0,1,1
Argentina,2020-03-09,2,0,4,1,2,1
Argentina,2020-03-10,2,0,4,1,2,1
Argentina,2020-03-11,2,0,4,1,2,1
Argentina,2020-03-12,2,0,5,0,2,1
Argentina,2020-03-13,3,0,5,2,3,1
Argentina,2020-03-14,3,0,5,1,3,1
Argentina,2020-03-15,3,1,6,1,3,1
Argentina,2020-03-16,3,1,6,1,3,1
Argentina,2020-03-17,3,1,6,2,4,1
Argentina,2020-03-18,4,1,7,2,4,1
Argentina,2020-03-19,4,1,7,2,4,1
Argentina,2020-03-20,4,0,7,3,5,1
Argentina,2020-03-21,5,1,8,3,5,1
Argentina,2020-03-22,5,1,8,2,5,1
Argentina,2020-03-23,5,1,8,2,5,1
Argentina,2020-03-24,5,2,9,4,6,1
Argentina,2020-03-25,5,2,9,2,5,1
Argentina,2020-03-26,6,2,9,3,6,1
Argentina,2020-03-27,6,1,9,3,6,1
Argentina,2020-03-28,6,2,9,3,6,1
Argentina,2020-03-29,6,2,9,3,6,1
Argentina,2020-03-30,6,2,10,4,7,1
Argentina,2020-03-31,6,2,10,4,7,1
Argentina,2020-04-01,6,2,10,4,7,1
Argentina,2020-04-02,7,3,11,4,7,1
Argentina,2020-04-03,7,2,10,4,7,1
Argentina,2020-04-04,7,3,11,4,7,1
Argentina,2020-04-05,7,3,11,4,7,1
Argentina,2020-04-06,7,3,11,4,7,1
Argentina,2020-04-07,7,3,11,5,8,1
Argentina,2020-04-08,7,3,11,4,7,1
Argentina,2020-04-09,7,3,11,4,7,1
Argentina,2020-04-10,7,2,11,5,8,1
Argentina,2020-04-11,8,2,11,5,8,1
Argentina,2020-04-12,8,3,11,5,8,1
Argentina,2020-04-13,8,4,12,5,8,1
Argentina,2020-04-14,8,4,12,6,9,1
Argentina,2020-04-15,8,3,12,6,9,1
Argentina,2020-04-16,8,3,12,6,9,0.99
Argentina,2020-04-17,8,4,13,6,9,0.99
Argentina,2020-04-18,8,3,12,5,9,0.99
Argentina,2020-04-19,9,4,13,5,9,0.99
Argentina,2020-04-20,9,4,13,5,9,0.99
Argentina,2020-04-21,9,4,13,7,10,0.99
Argentina,2020-04-22,9,4,13,5,9,0.98
Argentina,2020-04-23,9,4,13,7,10,0.98
Argentina,2020-04-24,9,4,13,7,10,0.98
Argentina,2020-04-25,9,4,14,5,9,0.98
Argentina,2020-04-26,9,5,14,8,11,0.97
Argentina,2020-04-27,10,5,14,6,10,0.97
Argentina,2020-04-28,10,5,14,6,10,0.96
Argentina,2020-04-29,10,6,15,6,10,0.96
Argentina,2020-04-30,10,4,14,7,11,0.95
Argentina,2020-05-01,10,5,15,6,10,0.94
Argentina,2020-05-02,10,4,15,7,11,0.93
Argentina,2020-05-03,11,6,16,8,12,0.92
Argentina,2020-05-04,11,5,16,8,12,0.91
Argentina,2020-05-05,11,5,16,8,12,0.9
Argentina,2020-05-06,12,4,16,8,12,0.89
Argentina,2020-05-07,12,7,18,10,14,0.87
Argentina,2020-05-08,12,6,18,8,13,0.85
Argentina,2020-05-09,13,6,19,8,13,0.83
Argentina,2020-05-10,13,7,19,9,14,0.81
Argentina,2020-05-11,13,7,20,9,14,0.79
Argentina,2020-05-12,14,7,21,10,15,0.76
Argentina,2020-05-13,15,8,22,9,15,0.73
Argentina,2020-05-14,15,8,23,11,17,0.69
Argentina,2020-05-15,16,8,24,11,17,0.65
Argentina,2020-05-16,16,9,26,10,17,0.61
Austria,2020-01-15,1,1,1,1,1,1
Austria,2020-01-16,0,0,0,0,0,1
Austria,2020-01-17,0,0,0,0,0,1
Austria,2020-01-18,0,0,0,0,0,1
Austria,2020-01-19,0,0,0,0,0,1
Austria,2020-01-20,0,0,0,0,0,1
Austria,2020-01-21,1,0,1,1,1,1
Austria,2020-01-22,0,0,1,0,0,1
Austria,2020-01-23,0,0,1,0,0,1
Austria,2020-01-24,0,0,1,0,0,1
Austria,2020-01-25,0,0,1,0,0,1
Austria,2020-01-26,0,0,1,0,0,1
Austria,2020-01-27,0,0,1,0,0,1
Austria,2020-01-28,0,0,1,0,0,1
Austria,2020-01-29,0.5,0,1,0,1,1
Austria,2020-01-30,0,0,1,0,0,1
Austria,2020-01-31,0,0,1,0,0,1
Austria,2020-02-01,0,0,1,0,0,1
Austria,2020-02-02,0,0,1,0,0,1
Austria,2020-02-03,0,0,1,0,0,1
Austria,2020-02-04,0,0,1,0,0,1
Austria,2020-02-05,0,0,1,0,0,1
Austria,2020-02-06,0,0,1,0,0,1
Austria,2020-02-07,0,0,1,0,0,1
Austria,2020-02-08,0,0,1,0,0,1
Austria,2020-02-09,0,0,1,0,0,1
Austria,2020-02-10,0,0,1,0,0,1
Austria,2020-02-11,0,0,1,0,0,1
Austria,2020-02-12,0,0,1,0,0,1
Austria,2020-02-13,0,0,1,0,0,1
Austria,2020-02-14,0,0,1,0,0,1
Austria,2020-02-15,0,0,1,0,0,1
Austria,2020-02-16,0,0,2,0,0,1
Austria,2020-02-17,0,0,2,0,0,1
Austria,2020-02-18,1,0,2,0,1,1
Austria,2020-02-19,1,0,2,0,1,1
Austria,2020-02-20,1,0,2,0,1,1
Austria,2020-02-21,1,0,2,0,1,1
Austria,2020-02-22,1,0,3,0,1,1
Austria,2020-02-23,1,0,3,0,1,1
Austria,2020-02-24,1,0,3,0,1,1
Austria,2020-02-25,1,0,3,0,1,1
Austria,2020-02-26,2,0,4,1,2,1
Austria,2020-02-27,2,0,4,0,2,1
Austria,2020-02-28,2,0,5,0,2,1
Austria,2020-02-29,3,0,5,1,3,1
Austria,2020-03-01,3,0,6,1,3,1
Austria,2020-03-02,3,0,6,1,3,1
Austria,2020-03-03,4,1,7,2,4,1
Austria,2020-03-04,4,0,7,3,5,1
Austria,2020-03-05,5,1,8,2,5,1
Austria,2020-03-06,5,1,9,2,5,1
Austria,2020-03-07,6,1,9,3,6,1
Austria,2020-03-08,6,1,10,4,7,1
Austria,2020-03-09,7,2,11,3,7,1
Austria,2020-03-10,8,3,12,6,9,1
Austria,2020-03-11,9,4,13,5,9,1
Austria,2020-03-12,9,4,14,6,10,1
Austria,2020-03-13,10,5,15,7,11,1
Austria,2020-03-14,11,5,16,8,12,1
Austria,2020-03-15,11,6,17,8,12,1
Austria,2020-03-16,13,6,18,10,14,1
Austria,2020-03-17,13,6,18,11,15,1
Austria,2020-03-18,14,7,19,9,14,1
Austria,2020-03-19,14,8,20,10,15,1
Austria,2020-03-20,15,8,20,11,16,1
Austria,2020-03-21,16,8,21,11,16,1
Austria,2020-03-22,16,9,22,12,17,1
Austria,2020-03-23,16,10,22,12,17,1
Austria,2020-03-24,16,9,22,12,17,1
Austria,2020-03-25,16.5,9,22,13,18,1
Austria,2020-03-26,16,9,22,12,17,1
Austria,2020-03-27,17,10,22,12,17,1
Austria,2020-03-28,16,9,22,12,17,1
Austria,2020-03-29,16,9,22,12,17,1
Austria,2020-03-30,16,10,22,12,17,1
Austria,2020-03-31,16,10,22,11,16,1
Austria,2020-04-01,16,8,21,12,17,1
Austria,2020-04-02,15,8,21,11,16,1
Austria,2020-04-03,14,8,20,10,15,1
Austria,2020-04-04,14,8,20,10,15,1
Austria,2020-04-05,13,8,19,11,15,1
Austria,2020-04-06,13,8,18,10,14,1
Austria,2020-04-07,12,6,17,9,13,1
Austria,2020-04-08,12,6,17,9,13,1
Austria,2020-04-09,11,6,16,8,12,1
Austria,2020-04-10,11,6,16,8,12,1
Austria,2020-04-11,10,5,15,7,11,1
Austria,2020-04-12,10,4,14,6,10,1
Austria,2020-04-13,9,5,14,6,10,1
Austria,2020-04-14,9,4,14,5,9,1
Austria,2020-04-15,9,4,13,7,10,1
Austria,2020-04-16,8,3,12,4,8,0.99
Austria,2020-04-17,7,3,12,5,8,0.99
Austria,2020-04-18,7,3,11,5,8,0.99
Austria,2020-04-19,7,3,11,4,7,0.99
Austria,2020-04-20,6,2,10,3,6,0.99
Austria,2020-04-21,5,2,9,3,6,0.99
Austria,2020-04-22,5,1,8,4,6,0.98
Austria,2020-04-23,4,0,7,3,5,0.98
Austria,2020-04-24,4,1,7,2,4,0.98
Austria,2020-04-25,3,0,6,2,4,0.97
Austria,2020-04-26,3,1,6,1,3,0.97
Austria,2020-04-27,3,0,5,1,3,0.96
Austria,2020-04-28,3,0,5,1,3,0.96
Austria,2020-04-29,3,0,5,1,3,0.95
Austria,2020-04-30,3,0,5,1,3,0.94
Austria,2020-05-01,2,0,5,0,2,0.94
Austria,2020-05-02,2,0,5,0,2,0.93
Austria,2020-05-03,2,0,5,0,2,0.92
Austria,2020-05-04,2,0,5,0,2,0.91
Austria,2020-05-05,2,0,5,0,2,0.89
Austria,2020-05-06,3,0,5,1,3,0.88
Austria,2020-05-07,3,0,5,1,3,0.86
Austria,2020-05-08,3,0,6,1,3,0.84
Austria,2020-05-09,3,0,6,1,3,0.82
Austria,2020-05-10,3,0,6,1,3,0.8
Austria,2020-05-11,4,1,7,2,4,0.77
Austria,2020-05-12,4,1,8,3,5,0.74
Austria,2020-05-13,4,0,8,2,5,0.71
Austria,2020-05-14,5,1,10,3,6,0.67
Austria,2020-05-15,6,2,11,3,6,0.63
Bangladesh,2020-01-22,1,1,1,1,1,1
Bangladesh,2020-01-23,0,0,0,0,0,1
Bangladesh,2020-01-24,0,0,0,0,0,1
Bangladesh,2020-01-25,0,0,0,0,0,1
Bangladesh,2020-01-26,1,1,1,1,1,1
Bangladesh,2020-01-27,0,0,0,0,0,1
Bangladesh,2020-01-28,0,0,0,0,0,1
Bangladesh,2020-01-29,0,0,0,0,0,1
Bangladesh,2020-01-30,1,0,1,1,1,1
Bangladesh,2020-01-31,0.5,0,1,0,1,1
Bangladesh,2020-02-01,0,0,1,0,0,1
Bangladesh,2020-02-02,0,0,1,0,0,1
Bangladesh,2020-02-03,0,0,1,0,0,1
Bangladesh,2020-02-04,0,0,1,0,0,1
Bangladesh,2020-02-05,0,0,1,0,0,1
Bangladesh,2020-02-06,0,0,1,0,0,1
Bangladesh,2020-02-07,0,0,1,0,0,1
Bangladesh,2020-02-08,0,0,1,0,0,1
Bangladesh,2020-02-09,0,0,1,0,0,1
Bangladesh,2020-02-10,0,0,1,0,0,1
Bangladesh,2020-02-11,0,0,1,0,0,1
Bangladesh,2020-02-12,0,0,1,0,0,1
Bangladesh,2020-02-13,0,0,1,0,0,1
Bangladesh,2020-02-14,0,0,1,0,0,1
Bangladesh,2020-02-15,0,0,1,0,0,1
Bangladesh,2020-02-16,0,0,1,0,0,1
Bangladesh,2020-02-17,0,0,1,0,0,1
Bangladesh,2020-02-18,0,0,1,0,0,1
Bangladesh,2020-02-19,0,0,1,0,0,1
Bangladesh,2020-02-20,0,0,1,0,0,1
Bangladesh,2020-02-21,0,0,1,0,0,1
Bangladesh,2020-02-22,0,0,1,0,0,1
Bangladesh,2020-02-23,0,0,1,0,0,1
Bangladesh,2020-02-24,0,0,1,0,0,1
Bangladesh,2020-02-25,0,0,1,0,0,1
Bangladesh,2020-02-26,0,0,1,0,0,1
Bangladesh,2020-02-27,0,0,1,0,0,1
Bangladesh,2020-02-28,0,0,1,0,0,1
Bangladesh,2020-02-29,0,0,1,0,0,1
Bangladesh,2020-03-01,0,0,1,0,0,1
Bangladesh,2020-03-02,0,0,1,0,0,1
Bangladesh,2020-03-03,0,0,1,0,0,1
Bangladesh,2020-03-04,0,0,2,0,0,1
Bangladesh,2020-03-05,0,0,1,0,0,1
Bangladesh,2020-03-06,0,0,2,0,0,1
Bangladesh,2020-03-07,0.5,0,2,0,1,1
Bangladesh,2020-03-08,0,0,2,0,0,1
Bangladesh,2020-03-09,1,0,2,0,1,1
Bangladesh,2020-03-10,1,0,2,0,1,1
Bangladesh,2020-03-11,1,0,2,0,1,1
Bangladesh,2020-03-12,1,0,2,0,1,1
Bangladesh,2020-03-13,1,0,3,0,1,1
Bangladesh,2020-03-14,1,0,3,0,1,1
Bangladesh,2020-03-15,1,0,3,0,1,1
Bangladesh,2020-03-16,1,0,3,0,1,1
Bangladesh,2020-03-17,1,0,4,0,1,1
Bangladesh,2020-03-18,2,0,4,1,2,1
Bangladesh,2020-03-19,2,0,4,1,2,1
Bangladesh,2020-03-20,2,0,4,1,2,1
Bangladesh,2020-03-21,2,0,5,0,2,1
Bangladesh,2020-03-22,2,0,5,0,2,1
Bangladesh,2020-03-23,3,0,5,1,3,1
Bangladesh,2020-03-24,3,0,5,1,3,1
Bangladesh,2020-03-25,3,0,6,1,3,1
Bangladesh,2020-03-26,4,1,7,2,4,1
Bangladesh,2020-03-27,4,1,7,2,4,1
Bangladesh,2020-03-28,4,1,8,1,4,1
Bangladesh,2020-03-29,5,1,7,3,5,1
Bangladesh,2020-03-30,5,1,8,2,5,1
Bangladesh,2020-03-31,5,2,9,2,5,1
