country,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Afghanistan,2020-03-05,0,0,1,0,0,1
Afghanistan,2020-03-06,0,0,1,0,0,1
Afghanistan,2020-03-07,0,0,1,0,0,1
Afghanistan,2020-03-08,0,0,1,0,0,1
Afghanistan,2020-03-09,0,0,1,0,0,1
Afghanistan,2020-03-10,0,0,1,0,0,1
Afghanistan,2020-03-11,0,0,1,0,0,1
Afghanistan,2020-03-12,0,0,1,0,0,1
Afghanistan,2020-03-13,0,0,2,0,0,1
Afghanistan,2020-03-14,0,0,2,0,0,1
Afghanistan,2020-03-15,0,0,2,0,0,1
Afghanistan,2020-03-16,1,0,2,0,1,1
Afghanistan,2020-03-17,1,0,2,0,1,1
Afghanistan,2020-03-18,1,0,2,0,1,1
Afghanistan,2020-03-19,1,0,2,0,1,1
Afghanistan,2020-03-20,1,0,2,0,1,1
Afghanistan,2020-03-21,1,0,2,0,1,1
Afghanistan,2020-03-22,1,0,2,0,1,1
Afghanistan,2020-03-23,1,0,3,0,1,1
Afghanistan,2020-03-24,1,0,3,0,1,1
Afghanistan,2020-03-25,1,0,3,0,1,1
Afghanistan,2020-03-26,1,0,3,0,1,1
Afghanistan,2020-03-27,2,0,3,1,2,1
Afghanistan,2020-03-28,2,0,4,1,2,1
Afghanistan,2020-03-29,2,0,4,1,2,1
Afghanistan,2020-03-30,2,0,4,1,2,1
Afghanistan,2020-03-31,2,0,4,1,2,1
Afghanistan,2020-04-01,2,0,4,1,2,1
Afghanistan,2020-04-02,2,0,4,0,2,1
Afghanistan,2020-04-03,2,0,5,0,2,1
Afghanistan,2020-04-04,2,0,5,0,2,1
Afghanistan,2020-04-05,2,0,5,0,2,1
Afghanistan,2020-04-06,3,0,5,1,3,1
Afghanistan,2020-04-07,3,0,5,1,3,1
Afghanistan,2020-04-08,3,0,5,1,3,1
Afghanistan,2020-04-09,3,0,5,1,3,1
Afghanistan,2020-04-10,3,1,6,1,3,1
Afghanistan,2020-04-11,3,1,6,1,3,1
Afghanistan,2020-04-12,3,1,6,2,4,1
Afghanistan,2020-04-13,4,1,6,2,4,1
Afghanistan,2020-04-14,4,0,6,2,4,1
Afghanistan,2020-04-15,4,1,7,2,4,1
Afghanistan,2020-04-16,4,1,7,2,4,1
Afghanistan,2020-04-17,4,1,7,3,5,1
Afghanistan,2020-04-18,4,1,8,3,5,1
Afghanistan,2020-04-19,5,1,8,3,5,1
Afghanistan,2020-04-20,5,1,8,2,5,1
Afghanistan,2020-04-21,5,1,8,2,5,1
Afghanistan,2020-04-22,5,2,9,2,5,1
Afghanistan,2020-04-23,5,1,8,3,6,1
Afghanistan,2020-04-24,5,2,9,4,6,1
Afghanistan,2020-04-25,6,2,9,3,6,1
Afghanistan,2020-04-26,6,1,9,4,7,1
Afghanistan,2020-04-27,6,3,10,3,6,1
Afghanistan,2020-04-28,6,2,10,3,6,1
Afghanistan,2020-04-29,6,2,10,4,7,1
Afghanistan,2020-04-30,6,3,10,4,7,1
Afghanistan,2020-05-01,6,2,10,4,7,1
Afghanistan,2020-05-02,7,2,10,4,7,1
Afghanistan,2020-05-03,7,3,11,4,7,1
Afghanistan,2020-05-04,7,3,11,4,7,0.99
Afghanistan,2020-05-05,7,3,11,4,7,0.99
Afghanistan,2020-05-06,7,3,11,5,8,0.99
Afghanistan,2020-05-07,7,3,11,5,8,0.99
Afghanistan,2020-05-08,8,2,11,5,8,0.99
Afghanistan,2020-05-09,8,3,12,6,9,0.99
Afghanistan,2020-05-10,8,3,12,5,8,0.98
Afghanistan,2020-05-11,8,3,12,6,9,0.98
Afghanistan,2020-05-12,8,4,13,6,9,0.98
Afghanistan,2020-05-13,8,3,12,6,9,0.98
Afghanistan,2020-05-14,9,4,13,5,9,0.97
Afghanistan,2020-05-15,9,4,13,7,10,0.97
Afghanistan,2020-05-16,9,3,13,6,10,0.96
Afghanistan,2020-05-17,9,4,14,6,10,0.96
Afghanistan,2020-05-18,10,5,15,7,11,0.95
Afghanistan,2020-05-19,10.5,5,15,7,11,0.94
Afghanistan,2020-05-20,11,6,16,8,12,0.93
Afghanistan,2020-05-21,11,5,16,8,12,0.92
Afghanistan,2020-05-22,12,7,18,8,13,0.91
Afghanistan,2020-05-23,13,7,19,9,14,0.9
Afghanistan,2020-05-24,14,7,19,10,15,0.89
Afghanistan,2020-05-25,14,7,20,10,15,0.87
Afghanistan,2020-05-26,15,8,21,10,15,0.85
Afghanistan,2020-05-27,16,8,22,12,17,0.83
Afghanistan,2020-05-28,16,9,23,13,18,0.81
Afghanistan,2020-05-29,17,9,24,12,18,0.79
Afghanistan,2020-05-30,18,11,26,13,19,0.76
Afghanistan,2020-05-31,19,9,26,14,20,0.73
Afghanistan,2020-06-01,19,10,28,14,21,0.69
Afghanistan,2020-06-02,20,11,29,14,21,0.66
Afghanistan,2020-06-03,20,10,29,16,23,0.61
Algeria,2020-01-14,1,1,1,1,1,1
Algeria,2020-01-15,0,0,0,0,0,1
Algeria,2020-01-16,0.5,0,1,0,1,1
Algeria,2020-01-17,0,0,0,0,0,1
Algeria,2020-01-18,1,0,1,1,1,1
Algeria,2020-01-19,0,0,1,0,0,1
Algeria,2020-01-20,0,0,1,0,0,1
Algeria,2020-01-21,0,0,1,0,0,1
Algeria,2020-01-22,0,0,0,0,0,1
Algeria,2020-01-23,0,0,1,0,0,1
Algeria,2020-01-24,0,0,1,0,0,1
Algeria,2020-01-25,0,0,1,0,0,1
Algeria,2020-01-26,0,0,1,0,0,1
Algeria,2020-01-27,0,0,1,0,0,1
Algeria,2020-01-28,0,0,1,0,0,1
Algeria,2020-01-29,0,0,1,0,0,1
Algeria,2020-01-30,0,0,1,0,0,1
Algeria,2020-01-31,0,0,1,0,0,1
Algeria,2020-02-01,0,0,1,0,0,1
Algeria,2020-02-02,0,0,1,0,0,1
Algeria,2020-02-03,0,0,1,0,0,1
Algeria,2020-02-04,0,0,1,0,0,1
Algeria,2020-02-05,0,0,1,0,0,1
Algeria,2020-02-06,0,0,1,0,0,1
Algeria,2020-02-07,0,0,1,0,0,1
Algeria,2020-02-08,0,0,1,0,0,1
Algeria,2020-02-09,0,0,1,0,0,1
Algeria,2020-02-10,0,0,1,0,0,1
Algeria,2020-02-11,0,0,1,0,0,1
Algeria,2020-02-12,0,0,1,0,0,1
Algeria,2020-02-13,0,0,1,0,0,1
Algeria,2020-02-14,0,0,1,0,0,1
Algeria,2020-02-15,0,0,1,0,0,1
Algeria,2020-02-16,0,0,1,0,0,1
Algeria,2020-02-17,0,0,1,0,0,1
Algeria,2020-02-18,0,0,2,0,0,1
Algeria,2020-02-19,0,0,2,0,0,1
Algeria,2020-02-20,0,0,2,0,0,1
Algeria,2020-02-21,1,0,2,0,1,1
Algeria,2020-02-22,1,0,2,0,1,1
Algeria,2020-02-23,1,0,2,0,1,1
Algeria,2020-02-24,1,0,2,0,1,1
Algeria,2020-02-25,1,0,3,0,1,1
Algeria,2020-02-26,1,0,3,0,1,1
Algeria,2020-02-27,1,0,3,0,1,1
Algeria,2020-02-28,1,0,4,0,1,1
Algeria,2020-02-29,2,0,4,1,2,1
Algeria,2020-03-01,2,0,4,1,2,1
Algeria,2020-03-02,2,0,5,0,2,1
Algeria,2020-03-03,2,0,5,0,2,1
Algeria,2020-03-04,3,0,5,1,3,1
Algeria,2020-03-05,3,0,6,1,3,1
Algeria,2020-03-06,3,0,6,2,4,1
Algeria,2020-03-07,4,1,7,2,4,1
Algeria,2020-03-08,4,0,7,3,5,1
Algeria,2020-03-09,5,1,8,3,5,1
Algeria,2020-03-10,5,2,9,2,5,1
Algeria,2020-03-11,6,2,9,3,6,1
Algeria,2020-03-12,6,2,10,4,7,1
Algeria,2020-03-13,7,2,11,4,7,1
Algeria,2020-03-14,7,3,12,5,8,1
Algeria,2020-03-15,8,4,13,4,8,1
Algeria,2020-03-16,9,4,13,5,9,1
Algeria,2020-03-17,9,4,14,6,10,1
Algeria,2020-03-18,10,5,15,7,11,1
Algeria,2020-03-19,11,5,16,8,12,1
Algeria,2020-03-20,11,6,17,8,12,1
Algeria,2020-03-21,13,6,17,9,13,1
Algeria,2020-03-22,13,6,18,11,15,1
Algeria,2020-03-23,14,9,20,13,17,1
Algeria,2020-03-24,15,8,20,11,16,1
Algeria,2020-03-25,15,9,21,11,16,1
Algeria,2020-03-26,16,8,21,11,16,1
Algeria,2020-03-27,16,9,22,12,17,1
Algeria,2020-03-28,16,9,22,13,18,1
Algeria,2020-03-29,16,9,22,12,17,1
Algeria,2020-03-30,15,8,21,11,16,1
Algeria,2020-03-31,15,8,20,11,16,1
Algeria,2020-04-01,14,8,20,10,15,1
Algeria,2020-04-02,13,8,19,9,14,1
Algeria,2020-04-03,12,7,18,9,13,1
Algeria,2020-04-04,12,5,16,9,13,1
Algeria,2020-04-05,11,6,16,8,12,1
Algeria,2020-04-06,10,5,15,7,11,1
Algeria,2020-04-07,10,4,14,6,10,1
Algeria,2020-04-08,9,3,13,5,9,1
Algeria,2020-04-09,8,3,12,6,9,1
Algeria,2020-04-10,8,4,12,5,8,1
Algeria,2020-04-11,7,2,11,5,8,1
Algeria,2020-04-12,7,3,11,4,7,1
Algeria,2020-04-13,7,2,10,4,7,1
Algeria,2020-04-14,6,3,10,4,7,1
Algeria,2020-04-15,6,2,10,4,7,1
Algeria,2020-04-16,6,1,9,3,6,1
Algeria,2020-04-17,6,1,9,3,6,1
Algeria,2020-04-18,6,2,9,3,6,1
Algeria,2020-04-19,6,2,9,3,6,1
Algeria,2020-04-20,6,2,9,3,6,1
Algeria,2020-04-21,6,2,9,3,6,1
Algeria,2020-04-22,6,2,9,3,6,1
Algeria,2020-04-23,6,2,9,3,6,1
Algeria,2020-04-24,6,1,9,3,6,1
Algeria,2020-04-25,6,3,10,3,6,1
Algeria,2020-04-26,6,3,10,3,6,1
Algeria,2020-04-27,6,2,10,3,6,1
Algeria,2020-04-28,6,2,10,3,6,1
Algeria,2020-04-29,6,3,10,4,7,1
Algeria,2020-04-30,6,2,10,4,7,1
Algeria,2020-05-01,7,2,10,4,7,1
Algeria,2020-05-02,7,2,10,4,7,1
Algeria,2020-05-03,7,2,10,4,7,1
Algeria,2020-05-04,7,3,11,4,7,0.99
Algeria,2020-05-05,7,2,10,4,7,0.99
Algeria,2020-05-06,7,3,11,5,8,0.99
Algeria,2020-05-07,7,3,11,4,7,0.99
Algeria,2020-05-08,7,3,11,5,8,0.99
Algeria,2020-05-09,7,3,11,5,8,0.99
Algeria,2020-05-10,7,3,11,5,8,0.98
Algeria,2020-05-11,7,3,11,5,8,0.98
Algeria,2020-05-12,7,2,11,5,8,0.98
Algeria,2020-05-13,8,3,12,5,8,0.98
Algeria,2020-05-14,8,4,12,5,8,0.97
Algeria,2020-05-15,8,2,11,6,9,0.97
Algeria,2020-05-16,8,3,12,6,9,0.96
Algeria,2020-05-17,8,4,12,5,8,0.96
Algeria,2020-05-18,8,3,12,4,8,0.95
Algeria,2020-05-19,8,3,12,6,9,0.94
Algeria,2020-05-20,8,4,13,6,9,0.93
Algeria,2020-05-21,8,4,13,5,9,0.92
Algeria,2020-05-22,8,4,13,5,9,0.91
Algeria,2020-05-23,8,4,13,6,9,0.9
Algeria,2020-05-24,9,4,13,7,10,0.89
Algeria,2020-05-25,9,3,13,7,10,0.87
Algeria,2020-05-26,9,4,14,6,10,0.85
Algeria,2020-05-27,9,4,14,6,10,0.83
Algeria,2020-05-28,10,4,15,6,10,0.81
Algeria,2020-05-29,10,4,15,6,10,0.78
Algeria,2020-05-30,10,4,16,7,11,0.76
Algeria,2020-05-31,11,4,17,6,11,0.73
Algeria,2020-06-01,11,4,18,7,12,0.69
Algeria,2020-06-02,12,4,19,8,13,0.65
Algeria,2020-06-03,12,4,20,7,13,0.61
Argentina,2020-01-18,1,1,1,1,1,1
Argentina,2020-01-19,0,0,0,0,0,1
Argentina,2020-01-20,0,0,0,0,0,1
Argentina,2020-01-21,0.5,0,1,0,1,1
Argentina,2020-01-22,1,0,1,1,1,1
Argentina,2020-01-23,0,0,1,0,0,1
Argentina,2020-01-24,0,0,1,0,0,1
Argentina,2020-01-25,0,0,1,0,0,1
Argentina,2020-01-26,0,0,1,0,0,1
Argentina,2020-01-27,0,0,1,0,0,1
Argentina,2020-01-28,0,0,1,0,0,1
Argentina,2020-01-29,0,0,1,0,0,1
Argentina,2020-01-30,0,0,1,0,0,1
Argentina,2020-01-31,0,0,1,0,0,1
Argentina,2020-02-01,0,0,1,0,0,1
Argentina,2020-02-02,0,0,1,0,0,1
Argentina,2020-02-03,0,0,1,0,0,1
Argentina,2020-02-04,0,0,1,0,0,1
Argentina,2020-02-05,0,0,1,0,0,1
Argentina,2020-02-06,0,0,1,0,0,1
Argentina,2020-02-07,0,0,1,0,0,1
Argentina,2020-02-08,0,0,1,0,0,1
Argentina,2020-02-09,0,0,1,0,0,1
Argentina,2020-02-10,0,0,1,0,0,1
Argentina,2020-02-11,0,0,1,0,0,1
Argentina,2020-02-12,0,0,1,0,0,1
Argentina,2020-02-13,0,0,1,0,0,1
Argentina,2020-02-14,0,0,1,0,0,1
Argentina,2020-02-15,0,0,1,0,0,1
Argentina,2020-02-16,0,0,1,0,0,1
Argentina,2020-02-17,0,0,1,0,0,1
Argentina,2020-02-18,0,0,1,0,0,1
Argentina,2020-02-19,0,0,1,0,0,1
Argentina,2020-02-20,0,0,1,0,0,1
Argentina,2020-02-21,0,0,1,0,0,1
Argentina,2020-02-22,0,0,1,0,0,1
Argentina,2020-02-23,0,0,1,0,0,1
Argentina,2020-02-24,0,0,1,0,0,1
Argentina,2020-02-25,0,0,1,0,0,1
Argentina,2020-02-26,0,0,1,0,0,1
Argentina,2020-02-27,0,0,2,0,0,1
Argentina,2020-02-28,0,0,2,0,0,1
Argentina,2020-02-29,0,0,2,0,0,1
Argentina,2020-03-01,1,0,2,0,1,1
Argentina,2020-03-02,1,0,2,0,1,1
Argentina,2020-03-03,1,0,2,0,1,1
Argentina,2020-03-04,1,0,3,0,1,1
Argentina,2020-03-05,1,0,3,0,1,1
Argentina,2020-03-06,1,0,3,0,1,1
Argentina,2020-03-07,1,0,3,0,1,1
Argentina,2020-03-08,1,0,3,0,1,1
Argentina,2020-03-09,2,0,4,1,2,1
Argentina,2020-03-10,2,0,4,1,2,1
Argentina,2020-03-11,2,0,4,1,2,1
Argentina,2020-03-12,2,0,4,0,2,1
Argentina,2020-03-13,2,0,5,0,2,1
Argentina,2020-03-14,3,0,5,1,3,1
Argentina,2020-03-15,3,1,6,1,3,1
Argentina,2020-03-16,3,1,6,1,3,1
Argentina,2020-03-17,4,1,6,2,4,1
Argentina,2020-03-18,4,0,6,2,4,1
Argentina,2020-03-19,4,1,7,2,4,1
Argentina,2020-03-20,4,1,7,3,5,1
Argentina,2020-03-21,4,0,7,2,5,1
Argentina,2020-03-22,5,2,8,3,5,1
Argentina,2020-03-23,5,2,8,3,5,1
Argentina,2020-03-24,5,1,8,2,5,1
Argentina,2020-03-25,5,1,8,4,6,1
Argentina,2020-03-26,6,2,9,3,6,1
Argentina,2020-03-27,6,2,9,3,6,1
Argentina,2020-03-28,6,2,9,3,6,1
Argentina,2020-03-29,6,2,10,3,6,1
Argentina,2020-03-30,6,3,10,3,6,1
Argentina,2020-03-31,6,2,10,4,7,1
Argentina,2020-04-01,7,2,10,4,7,1
Argentina,2020-04-02,7,2,10,4,7,1
Argentina,2020-04-03,7,2,10,4,7,1
Argentina,2020-04-04,7,3,11,4,7,1
Argentina,2020-04-05,7,3,11,4,7,1
Argentina,2020-04-06,7,2,10,4,7,1
Argentina,2020-04-07,7,3,11,4,7,1
Argentina,2020-04-08,7,3,11,5,8,1
Argentina,2020-04-09,7,3,11,5,8,1
Argentina,2020-04-10,7,3,11,5,8,1
Argentina,2020-04-11,8,4,12,5,8,1
Argentina,2020-04-12,8,4,12,5,8,1
Argentina,2020-04-13,8,3,12,6,9,1
Argentina,2020-04-14,8,4,12,6,9,1
Argentina,2020-04-15,8,3,12,6,9,1
Argentina,2020-04-16,8,4,12,6,9,1
Argentina,2020-04-17,8,3,12,6,9,1
Argentina,2020-04-18,8,3,12,6,9,1
Argentina,2020-04-19,8,4,13,7,10,1
Argentina,2020-04-20,9,4,13,7,10,1
Argentina,2020-04-21,9,4,13,7,10,1
Argentina,2020-04-22,9,3,13,7,10,1
Argentina,2020-04-23,9,4,13,7,10,1
Argentina,2020-04-24,9,4,13,7,10,1
Argentina,2020-04-25,9,5,14,6,10,1
Argentina,2020-04-26,9,4,14,6,10,1
Argentina,2020-04-27,9,5,14,8,11,1
Argentina,2020-04-28,10,5,15,6,10,1
Argentina,2020-04-29,10,4,14,6,10,1
Argentina,2020-04-30,10,5,14,7,11,1
Argentina,2020-05-01,10,5,15,7,11,1
Argentina,2020-05-02,10,5,15,7,11,1
Argentina,2020-05-03,11,5,15,7,11,1
Argentina,2020-05-04,11,6,16,7,11,1
Argentina,2020-05-05,11,5,16,9,13,0.99
Argentina,2020-05-06,12,6,17,9,13,0.99
Argentina,2020-05-07,12,6,17,9,13,0.99
Argentina,2020-05-08,12,6,17,9,13,0.99
Argentina,2020-05-09,12,6,17,10,14,0.99
Argentina,2020-05-10,13,8,19,10,14,0.99
Argentina,2020-05-11,13,7,19,10,14,0.98
Argentina,2020-05-12,13,8,19,11,15,0.98
Argentina,2020-05-13,14,8,20,10,15,0.98
Argentina,2020-05-14,14,7,20,10,15,0.97
Argentina,2020-05-15,15,9,21,11,16,0.97
Argentina,2020-05-16,15,9,21,11,16,0.97
Argentina,2020-05-17,16,8,21,12,17,0.96
Argentina,2020-05-18,16,9,22,12,17,0.95
Argentina,2020-05-19,16,9,22,13,18,0.95
Argentina,2020-05-20,17,10,23,13,18,0.94
Argentina,2020-05-21,18,10,24,15,20,0.93
Argentina,2020-05-22,18,10,24,14,19,0.92
Argentina,2020-05-23,19,11,25,14,20,0.91
Argentina,2020-05-24,19,12,27,16,21,0.9
Argentina,2020-05-25,20,13,28,16,22,0.88
Argentina,2020-05-26,20,12,28,15,21,0.87
Argentina,2020-05-27,22,14,30,17,23,0.85
Argentina,2020-05-28,22,13,30,16,23,0.83
Argentina,2020-05-29,23.5,16,32,19,25,0.8
Argentina,2020-05-30,24,16,34,19,26,0.78
Argentina,2020-05-31,25,16,35,21,28,0.75
Argentina,2020-06-01,26,17,37,20,28,0.72
Argentina,2020-06-02,27,16,37,20,28,0.68
Argentina,2020-06-03,28,16,39,21,29,0.64
Austria,2020-01-09,1,1,1,1,1,1
Austria,2020-01-10,0,0,0,0,0,1
Austria,2020-01-11,0,0,0,0,0,1
Austria,2020-01-12,0,0,0,0,0,1
Austria,2020-01-13,0,0,0,0,0,1
Austria,2020-01-14,0,0,0,0,0,1
Austria,2020-01-15,0.5,0,1,0,1,1
Austria,2020-01-16,0,0,0,0,0,1
Austria,2020-01-17,0,0,1,0,0,1
Austria,2020-01-18,0,0,1,0,0,1
Austria,2020-01-19,0,0,0,0,0,1
Austria,2020-01-20,1,0,1,1,1,1
Austria,2020-01-21,0,0,1,0,0,1
Austria,2020-01-22,0,0,1,0,0,1
Austria,2020-01-23,0,0,1,0,0,1
Austria,2020-01-24,0,0,1,0,0,1
Austria,2020-01-25,0,0,1,0,0,1
Austria,2020-01-26,0,0,1,0,0,1
Austria,2020-01-27,0,0,1,0,0,1
Austria,2020-01-28,0,0,1,0,0,1
Austria,2020-01-29,0,0,1,0,0,1
Austria,2020-01-30,0,0,1,0,0,1
Austria,2020-01-31,0,0,1,0,0,1
Austria,2020-02-01,0,0,1,0,0,1
Austria,2020-02-02,0,0,1,0,0,1
Austria,2020-02-03,0,0,1,0,0,1
Austria,2020-02-04,0,0,1,0,0,1
Austria,2020-02-05,0,0,1,0,0,1
Austria,2020-02-06,0,0,1,0,0,1
Austria,2020-02-07,0,0,1,0,0,1
Austria,2020-02-08,0,0,1,0,0,1
Austria,2020-02-09,0,0,1,0,0,1
Austria,2020-02-10,0,0,1,0,0,1
Austria,2020-02-11,0,0,1,0,0,1
Austria,2020-02-12,0,0,1,0,0,1
Austria,2020-02-13,0,0,1,0,0,1
Austria,2020-02-14,0,0,1,0,0,1
Austria,2020-02-15,0,0,1,0,0,1
Austria,2020-02-16,0,0,2,0,0,1
Austria,2020-02-17,0,0,2,0,0,1
Austria,2020-02-18,0,0,2,0,0,1
Austria,2020-02-19,1,0,2,0,1,1
Austria,2020-02-20,1,0,2,0,1,1
Austria,2020-02-21,1,0,2,0,1,1
Austria,2020-02-22,1,0,3,0,1,1
Austria,2020-02-23,1,0,3,0,1,1
Austria,2020-02-24,1,0,3,0,1,1
Austria,2020-02-25,1,0,4,0,1,1
Austria,2020-02-26,2,0,4,1,2,1
Austria,2020-02-27,2,0,4,0,2,1
Austria,2020-02-28,2,0,5,0,2,1
Austria,2020-02-29,2,0,5,0,2,1
Austria,2020-03-01,3,0,6,1,3,1
Austria,2020-03-02,3,0,6,1,3,1
Austria,2020-03-03,4,1,7,2,4,1
Austria,2020-03-04,4,1,8,3,5,1
Austria,2020-03-05,5,1,8,2,5,1
Austria,2020-03-06,5,1,9,2,5,1
Austria,2020-03-07,6,2,10,3,6,1
Austria,2020-03-08,6,3,11,4,7,1
Austria,2020-03-09,7,3,11,5,8,1
Austria,2020-03-10,7,3,12,4,8,1
Austria,2020-03-11,8,3,13,7,10,1
Austria,2020-03-12,9,4,14,6,10,1
Austria,2020-03-13,10,5,15,7,11,1
Austria,2020-03-14,11,5,16,8,12,1
Austria,2020-03-15,12,6,17,8,12,1
Austria,2020-03-16,12,7,18,9,13,1
Austria,2020-03-17,13,8,19,11,15,1
Austria,2020-03-18,14,8,20,10,15,1
Austria,2020-03-19,14,8,20,12,16,1
Austria,2020-03-20,15,9,21,12,17,1
Austria,2020-03-21,16,10,22,11,16,1
Austria,2020-03-22,16,9,21,12,17,1
Austria,2020-03-23,16,10,22,12,17,1
Austria,2020-03-24,17,9,22,13,18,1
Austria,2020-03-25,16,10,22,12,17,1
Austria,2020-03-26,16,9,22,13,18,1
Austria,2020-03-27,16,9,22,14,19,1
Austria,2020-03-28,16,9,22,13,18,1
Austria,2020-03-29,16,9,22,13,18,1
Austria,2020-03-30,16,10,22,12,17,1
Austria,2020-03-31,16,9,21,11,16,1
Austria,2020-04-01,15,9,21,11,16,1
Austria,2020-04-02,15,9,21,11,16,1
Austria,2020-04-03,14.5,8,20,10,15,1
Austria,2020-04-04,14,8,20,10,15,1
Austria,2020-04-05,13,7,19,11,15,1
Austria,2020-04-06,13,7,18,8,13,1
Austria,2020-04-07,12,6,17,9,13,1
Austria,2020-04-08,11,6,17,8,12,1
Austria,2020-04-09,11,5,16,8,12,1
Austria,2020-04-10,11,4,15,7,11,1
Austria,2020-04-11,10,5,15,7,11,1
Austria,2020-04-12,10,4,14,6,10,1
Austria,2020-04-13,9,5,14,6,10,1
Austria,2020-04-14,9,5,14,5,9,1
Austria,2020-04-15,9,4,13,5,9,1
Austria,2020-04-16,8,3,12,6,9,1
Austria,2020-04-17,8,3,12,5,8,1
Austria,2020-04-18,7,2,11,5,8,1
Austria,2020-04-19,7,3,11,4,7,1
Austria,2020-04-20,6,2,10,3,6,1
Austria,2020-04-21,5,1,9,2,5,1
Austria,2020-04-22,5,1,8,3,5,1
Austria,2020-04-23,4,0,7,3,5,1
Austria,2020-04-24,4,1,7,2,4,1
Austria,2020-04-25,3,1,6,1,3,1
Austria,2020-04-26,3,0,5,1,3,1
Austria,2020-04-27,3,0,5,1,3,1
Austria,2020-04-28,2,0,5,0,2,1
Austria,2020-04-29,2,0,4,1,2,1
Austria,2020-04-30,2,0,4,0,2,1
Austria,2020-05-01,2,0,4,1,2,0.99
Austria,2020-05-02,2,0,4,1,2,0.99
Austria,2020-05-03,2,0,4,1,2,0.99
Austria,2020-05-04,2,0,4,1,2,0.99
Austria,2020-05-05,2,0,4,1,2,0.99
Austria,2020-05-06,2,0,4,1,2,0.99
Austria,2020-05-07,2,0,4,1,2,0.98
Austria,2020-05-08,2,0,4,1,2,0.98
Austria,2020-05-09,2,0,4,1,2,0.98
Austria,2020-05-10,2,0,4,1,2,0.97
Austria,2020-05-11,2,0,4,1,2,0.97
Austria,2020-05-12,2,0,4,1,2,0.97
Austria,2020-05-13,2,0,4,1,2,0.96
Austria,2020-05-14,2,0,4,0,2,0.95
Austria,2020-05-15,2,0,4,0,2,0.95
Austria,2020-05-16,2,0,5,0,2,0.94
Austria,2020-05-17,2,0,4,0,2,0.93
Austria,2020-05-18,2,0,5,0,2,0.92
Austria,2020-05-19,2,0,5,0,2,0.91
Austria,2020-05-20,2,0,5,0,2,0.9
Austria,2020-05-21,2,0,4,0,2,0.88
Austria,2020-05-22,2,0,5,0,2,0.87
Austria,2020-05-23,2,0,4,0,2,0.85
Austria,2020-05-24,2,0,4,1,2,0.83
Austria,2020-05-25,2,0,4,1,2,0.81
Austria,2020-05-26,2,0,4,1,2,0.78
Austria,2020-05-27,2,0,4,1,2,0.76
Austria,2020-05-28,2,0,4,0,2,0.73
Austria,2020-05-29,2,0,5,0,2,0.69
Austria,2020-05-30,2,0,5,0,2,0.65
Austria,2020-05-31,2,0,6,0,2,0.61
Austria,2020-06-01,3,0,7,1,3,0.57
Austria,2020-06-02,3,0,8,0,3,0.52
Austria,2020-06-03,4,0,9,1,4,0.46
Bangladesh,2020-01-19,1,1,1,1,1,1
Bangladesh,2020-01-20,0,0,0,0,0,1
Bangladesh,2020-01-21,1,1,1,1,1,1
Bangladesh,2020-01-22,0.5,0,1,0,1,1
Bangladesh,2020-01-23,0.5,0,1,0,1,1
Bangladesh,2020-01-24,0,0,0,0,0,1
Bangladesh,2020-01-25,0,0,1,0,0,1
Bangladesh,2020-01-26,0,0,0,0,0,1
